id,name,theme,team,overall,tier,position,secondary_position,height,play1,play2,play3,play4,bronze_badges,silver_badges,gold_badges,hof_badges,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t,acrobat,backdown_punisher,consistent_finisher,contact_finisher,cross_key_scorer,deep_hooks,dropstepper,fancy_footwork,fastbreak_finisher,giant_slayer,lob_city_finisher,pick_and_roller,pro_touch,putback_boss,relentless_finisher,showtime,slithery_finisher,tear_dropper,catch_and_shoot,clutch_shooter,corner_specialist,deadeye,deep_fades,difficult_shots,flexible_release,green_machine,hot_start,hot_zone_hunter,ice_in_veins,pick_and_popper,pump_fake_maestro,quick_draw,range_extender,slippery_off_ball,steady_shooter,tireless_shooter,volume_shooter,ankle_breaker,bail_out,break_starter,dimer,downhill,dream_shake,flashy_passer,floor_general,handles_for_days,lob_city_passer,needle_threader,pass_fake_maestro,post_spin_technician,quick_first_step,space_creator,stop_and_go,tight_handles,unpluckable,box,brick_wall,chase_down_artist,clamps,defensive_leader,heart_crusher,interceptor,intimidator,lightning_reflexes,moving_truck,off_ball_pest,pick_dodger,pick_pocket,pogo_stick,post_move_lockdown,rebound_chaser,rim_protector,tireless_defender,trapper,worm,alpha_dog,enforcer,extremely_confident,expressive,high_work_ethic,legendary_work_ethic,pat_my_back,unpredictable
838,Nate Thurmond,Legacy Showcase Series II,Golden State Warriors,97,NBA 2K20  Pink Diamond,C,PF,83,Post Up Low,P&R Roll Man,,,0,0,21,9,92,80,35,95,75,95,82,97,85,92,89,88,55,95,79,79,95,95,95,95,79,58,45,34,31,60,97,69,97,96,68,85,85,84,94,86,95,94,98,70,97,100,100,100,99,75,0,20,5,5,5,5,59,68,80,44,7,50,5,45,85,0,0,0,5,0,0,0,0,0,0,0,40,55,0,75,0,0,0,99,19,19,19,50,0,0,0,0,0,0,0,0,75,80,94,71,99,0,0,0,0,0,99,15,10,0,40,35,11,50,19,35,0,5,0,0,25,25,50,25,20,10,0,35,75,45,95,85,84,68,None,HOF,HOF,HOF,Gold,None,Gold,None,Gold,None,Gold,Gold,None,Gold,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,Gold,None,HOF,None,None,Gold,Gold,HOF,Gold,Gold,Gold,Gold,HOF,HOF,HOF,HOF,Gold,Gold,Yes,None,None,Yes,None,None,None,None
839,Steve Smith,Legacy Series II: Nate Thurmond,Atlanta Hawks,94,NBA 2K20  Diamond,SG,SF,79,Mid Range,Guard Post Up,3 PT,,0,0,16,3,82,94,90,98,93,97,85,60,75,89,70,67,51,98,84,84,85,70,95,95,85,79,86,82,69,88,60,85,84,78,84,85,60,80,47,60,85,69,68,98,94,40,80,50,75,44,20,40,22,68,79,6,13,44,5,22,42,36,15,50,56,25,48,72,20,36,15,4,5,5,5,11,10,15,15,55,34,89,68,50,55,55,55,53,69,52,48,38,45,28,53,1,59,40,57,43,25,0,0,5,8,15,3,59,55,5,30,0,2,50,0,30,50,18,5,5,25,0,0,3,49,25,0,55,65,50,56,56,72,36,Gold,None,Gold,Gold,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,Gold,Gold,Gold,Gold,None,HOF,Gold,Gold,None,Gold,None,None,None,Gold,Gold,None,Gold,HOF,HOF,None,None,None,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
840,Joe Smith,Legacy Series II: Nate Thurmond,'03-'04 Minnesota Timberwolves,91,NBA 2K20  Amethyst,PF,SF,82,Isolation,Post Up Low,Post Up High,Mid Range,0,0,22,0,95,94,80,95,86,95,80,85,80,84,88,88,88,95,73,70,85,84,95,80,85,57,76,68,47,84,86,65,85,74,64,84,83,80,85,83,85,87,89,30,93,85,95,95,87,43,5,84,75,71,84,75,85,35,73,4,3,6,63,51,20,15,20,17,35,22,3,4,59,6,3,9,48,57,56,40,50,22,41,52,47,4,3,58,41,41,21,0,4,16,15,38,63,46,88,57,10,6,5,4,10,5,3,90,75,55,65,45,75,50,50,50,50,53,40,40,75,75,50,45,60,33,20,54,11,51,20,20,17,22,None,Gold,Gold,Gold,Gold,Gold,Gold,None,None,None,Gold,Gold,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,Gold,None,None,None,None,None,None,Gold,None,None,None,None,Gold,Gold,None,None,Gold,Gold,None,None,None,None,None,None,None,None
841,Tony Allen,Legacy Series II: Nate Thurmond,'07-'08 Boston Celtics,89,NBA 2K20  Ruby,SG,SF,76,P&R Wing,Handoff,Guard Post Up,,1,0,8,2,74,72,72,92,70,35,83,35,85,75,52,42,63,96,84,84,78,75,90,85,70,71,86,58,36,59,60,97,96,97,96,95,85,86,53,90,97,68,60,95,89,40,95,95,5,10,35,40,0,0,0,25,0,66,60,16,60,24,10,50,45,20,30,30,35,20,0,0,0,0,0,0,5,35,20,50,0,0,0,0,40,60,65,95,15,0,0,0,0,0,15,0,70,55,52,58,55,0,0,0,0,0,99,10,0,0,0,0,75,3,10,0,10,0,20,0,25,0,0,0,35,25,0,99,90,62,80,26,66,65,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,HOF,Gold,Gold,Gold,None,None,None,Gold,Gold,Gold,None,None,None,None,Gold,HOF,None,None,None,None,None,None,None,None,None
842,Maurice Lucas,Legacy Showcase Series II,'90-'91 Portland Trail Blazers,97,NBA 2K20  Pink Diamond,PF,C,81,Handoff,P&R Roll Man,Cutter,,0,0,23,4,94,81,73,90,84,95,73,80,85,69,92,92,92,95,73,68,85,90,95,95,88,49,60,58,50,60,96,64,95,92,70,96,96,85,86,98,95,96,97,50,97,85,85,85,85,45,5,35,25,40,35,40,70,44,30,22,42,36,30,68,72,75,25,92,35,68,15,2,15,3,1,16,0,55,0,75,0,0,0,100,60,60,60,50,0,0,0,0,0,0,0,0,75,30,65,47,20,15,0,3,5,10,2,8,0,20,25,15,7,0,5,10,20,15,15,15,35,0,0,8,62,10,10,68,76,68,80,72,92,68,None,Gold,Gold,None,Gold,None,Gold,None,None,None,Gold,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,Gold,None,None,None,None,None,None,None,Gold,None,None,Gold,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,Gold,None,Gold,None,None,HOF,None,HOF,None,Gold,Gold,None,HOF,Gold,HOF,Gold,Gold,Gold,None,Yes,Yes,Yes,None,None,None,None
843,Jayson Tatum,Moments of the Week 11,Boston Celtics,96,NBA 2K20  Pink Diamond,SF,PF,80,P&R Wing,Post Up High,Post Up Low,Cutter,0,0,27,14,94,96,94,97,88,98,95,50,95,84,57,50,68,84,94,94,92,60,95,75,80,89,86,74,40,85,50,87,90,79,92,92,70,92,61,70,95,39,69,60,96,85,100,100,50,5,25,80,0,0,0,10,0,43,25,7,49,44,25,60,55,35,75,40,75,20,65,0,40,0,0,50,15,5,5,50,0,0,5,0,75,60,45,75,20,0,45,0,0,0,30,0,75,40,60,75,0,65,20,20,30,40,45,10,5,5,30,15,75,5,11,42,35,25,10,15,20,10,0,0,20,15,5,55,10,60,60,30,50,35,Gold,None,Gold,Gold,None,None,None,Gold,HOF,None,Gold,None,None,None,None,HOF,Gold,None,HOF,HOF,None,HOF,Gold,HOF,None,HOF,Gold,Gold,None,None,Gold,Gold,Gold,Gold,None,HOF,HOF,Gold,Gold,None,None,Gold,None,None,None,Gold,None,None,None,None,HOF,HOF,Gold,Gold,Gold,None,None,None,HOF,None,Gold,HOF,Gold,None,None,HOF,Gold,Gold,Gold,None,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None
844,Marques Johnson,Legacy Series II: Maurice Lucas,'84-'85 Milwaukee Bucks,94,NBA 2K20  Diamond,SF,SG,79,Isolation,Post Up Low,Mid Range,Post Up High,0,0,12,1,96,94,75,97,79,98,95,80,90,85,76,65,84,98,91,88,93,77,96,85,95,83,86,70,64,82,66,85,85,88,88,88,79,69,47,79,90,68,82,95,94,90,100,100,99,95,31,100,96,98,99,99,99,46,76,20,56,23,75,69,40,11,11,25,75,40,74,4,90,6,3,9,45,71,82,13,70,83,80,5,90,90,90,61,53,83,42,0,0,58,25,83,54,82,99,99,28,0,1,11,17,33,3,55,60,45,45,30,60,50,10,60,50,40,35,35,75,55,40,38,44,45,13,73,66,69,40,40,25,40,Gold,None,Gold,Gold,None,None,None,Gold,None,Gold,Gold,None,None,None,HOF,None,Gold,Gold,Gold,None,None,None,None,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,Yes,None,None,None,None
845,Geoff Petrie,Legacy Series II: Maurice Lucas,'90-'91 Portland Trail Blazers,92,NBA 2K20  Amethyst,SG,PG,76,P&R Ball Handler,Guard Post Up,Isolation,Mid Range,4,1,30,0,84,88,89,90,85,98,86,35,65,84,68,54,68,97,86,86,78,70,95,95,94,84,86,82,84,82,62,83,84,76,83,84,73,77,55,73,85,47,56,90,96,40,65,65,95,55,96,55,70,85,95,65,96,46,45,20,56,23,65,88,63,15,10,42,65,76,40,4,50,5,5,11,70,20,40,20,25,35,35,30,95,95,95,54,70,45,80,45,50,25,75,30,99,80,85,99,0,0,3,31,46,92,3,36,20,15,15,5,29,0,5,10,10,10,10,10,15,5,0,5,78,55,40,92,70,84,78,63,42,76,Gold,None,Gold,Gold,None,None,None,Gold,None,Gold,None,None,Gold,None,Gold,None,Gold,Gold,None,None,None,None,None,Gold,Gold,Gold,None,Gold,None,None,None,Gold,Gold,None,None,None,Gold,Silver,Gold,Gold,Gold,Gold,None,Gold,Gold,Gold,Gold,Gold,Gold,None,Gold,Gold,Bronze,Bronze,Bronze,None,None,Gold,None,None,None,None,None,None,None,None,Gold,Bronze,None,None,None,None,None,None,None,Yes,None,Yes,None,None,Yes,None,None
846,Joe Barry Carroll,Legacy Series II: Maurice Lucas,'90-'91 Golden State Warriors,89,NBA 2K20  Ruby,C,,84,P&R Roll Man,Post Up Low,Post Up High,,0,0,14,0,92,80,25,94,81,85,70,85,85,84,88,89,86,85,68,64,79,93,85,95,85,44,40,59,50,59,86,55,84,80,55,78,54,69,86,85,80,87,89,85,89,90,85,50,90,50,65,73,34,70,0,11,66,44,10,22,42,36,20,68,71,40,2,0,45,65,40,0,5,0,0,0,16,55,0,75,0,40,5,61,84,84,84,58,0,0,0,0,0,0,0,0,75,80,67,47,99,0,0,2,3,6,99,7,21,15,5,5,0,50,0,20,0,35,10,10,86,0,0,0,20,86,5,72,16,68,71,71,40,65,None,Gold,None,None,None,None,Gold,None,None,None,Gold,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,Gold,None,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None
847,David Thompson,Legacy Showcase Series II,Denver Nuggets,97,NBA 2K20  Pink Diamond,SG,SF,76,Cutter,Isolation,,,0,0,10,7,97,88,77,98,85,98,98,85,98,96,74,57,58,95,95,96,99,78,98,96,90,82,86,78,70,80,50,88,90,89,88,85,95,68,85,85,90,76,78,95,97,90,100,100,75,82,35,65,27,96,64,49,13,44,5,22,42,36,35,79,59,20,10,76,50,50,35,0,10,0,0,0,90,5,5,85,24,99,58,39,98,98,98,50,94,32,48,42,77,57,69,97,36,60,85,69,0,0,2,24,36,72,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,50,60,20,84,72,79,59,59,76,50,Gold,None,Gold,HOF,None,None,None,Gold,HOF,HOF,HOF,None,None,None,HOF,HOF,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,Gold,None,None,None,None,Gold,None,None,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,HOF,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None
848,Bernard King,Legacy Showcase,New York Knicks,96,NBA 2K20  Pink Diamond,SF,SG,79,P&R Wing,Mid Range,Cutter,Isolation,0,0,17,4,95,92,78,98,84,98,96,55,90,97,74,84,88,90,90,88,94,70,98,90,70,79,86,76,72,80,72,84,85,77,88,84,74,80,54,74,85,69,68,85,96,75,95,95,75,80,30,40,1,65,32,36,35,44,5,22,42,36,40,72,66,30,0,58,60,15,35,0,10,0,0,0,34,5,5,85,80,88,91,36,75,75,75,51,72,8,96,45,40,16,66,27,49,50,83,57,0,0,3,27,40,80,0,14,89,5,15,0,0,50,0,15,50,10,5,5,62,0,0,0,50,50,15,82,72,72,66,66,58,15,HOF,None,HOF,HOF,Gold,None,Gold,Gold,Gold,None,Gold,None,Gold,None,HOF,Gold,Gold,Gold,None,None,None,None,None,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,Gold,None,Gold,None,None,None,None,None,Gold,None,None,None,None,None,None,None,Gold,None,None,Gold,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None
849,Larry Nance,Legacy Series II: David Thompson,'89-'90 Cleveland Cavaliers,94,NBA 2K20  Diamond,PF,SF,82,Post Up Low,Post Up High,Cutter,,1,2,13,6,90,84,70,94,77,95,83,90,95,82,88,75,65,95,74,70,95,90,95,77,72,72,70,51,49,58,92,84,95,84,85,88,90,80,95,90,95,84,88,40,94,85,95,95,92,71,1,95,75,79,82,71,79,45,44,22,57,21,38,34,72,0,0,40,38,40,16,4,33,6,3,9,64,32,30,69,21,1,18,76,23,23,23,52,18,18,9,0,0,0,0,0,85,37,75,75,8,0,1,12,18,36,3,95,30,35,75,50,60,50,60,60,50,48,20,20,70,75,75,48,49,24,10,38,49,34,72,72,40,40,None,None,None,None,None,None,None,None,HOF,None,HOF,None,None,Gold,None,HOF,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,Gold,Bronze,Gold,Gold,None,Silver,Silver,Gold,Gold,Gold,None,HOF,Gold,None,HOF,HOF,Gold,None,None,None,None,None,None,None,None,None
850,A.C. Green,Legacy Series II: David Thompson,'86-'87 Los Angeles Lakers,91,NBA 2K20  Amethyst,PF,SF,81,P&R Roll Man,Post Up Low,,,0,0,17,0,85,84,84,95,82,85,60,85,80,80,87,84,85,72,70,70,84,88,95,95,99,68,69,65,29,69,90,80,89,68,80,88,65,82,88,65,90,90,92,40,91,50,95,95,50,80,4,69,63,56,67,59,53,68,65,44,7,50,40,29,47,0,0,34,26,60,1,6,1,2,4,4,18,55,0,75,0,15,14,78,31,31,31,51,0,0,0,0,0,0,0,0,75,46,45,40,0,0,2,26,39,78,3,60,5,35,35,15,35,50,15,35,35,15,15,15,20,40,25,20,29,0,0,45,14,41,47,47,34,60,None,Gold,None,Gold,Gold,None,Gold,None,None,None,None,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,Gold,None,None,None,None,Gold,None,None,None,None,Gold,Gold,Gold,Gold,Gold,Gold,None,None,None,None,None,None,None,None
851,Ryan Hollins,Legacy Series II: David Thompson,'03-'04 Minnesota Timberwolves,88,NBA 2K20  Ruby,C,,84,P&R Roll Man,Post Up Low,,,0,0,14,0,95,78,33,95,79,85,70,95,90,71,79,81,59,65,84,79,96,84,88,75,82,59,35,25,28,74,85,42,82,77,42,51,60,65,85,68,45,90,85,95,88,100,95,95,75,5,35,65,65,70,60,75,83,82,5,45,14,41,50,79,29,45,59,76,36,50,2,4,10,3,5,10,5,5,5,85,5,40,30,30,98,5,4,50,45,10,50,30,40,35,50,35,99,60,50,55,0,3,7,5,9,5,2,0,0,5,15,0,0,0,0,5,10,5,5,5,0,0,0,3,89,25,20,84,72,79,59,29,76,50,None,None,None,None,None,None,Gold,None,None,None,Gold,Gold,None,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,Gold,None,None,None,None,None,None,Gold,None,None,None,Gold,None,Gold,Gold,Gold,None,Gold,None,Yes,None,None,None,None,None,None
852,Dwight Howard,Spotlight Reward Series II,Orlando Magic,85,NBA 2K20  Sapphire,C,,83,Post Up Low,P&R Roll Man,,,1,9,3,0,82,69,30,98,60,95,77,85,85,80,79,74,53,95,70,54,80,88,95,95,88,25,40,33,27,57,80,55,84,96,52,77,82,42,70,94,80,80,80,98,91,100,100,100,99,90,5,45,15,10,0,10,81,72,85,38,10,52,0,65,92,0,0,0,5,0,0,0,0,0,0,0,25,55,0,75,0,0,0,99,15,15,15,51,0,0,0,0,0,0,0,0,75,80,87,82,99,0,0,5,8,15,99,99,15,40,60,50,79,55,40,20,0,10,20,20,70,60,40,30,20,5,0,50,58,65,99,92,76,40,None,Silver,None,None,None,None,None,None,None,None,Silver,Gold,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Silver,Silver,None,None,None,None,Silver,None,Gold,None,None,None,None,Bronze,Silver,Silver,None,None,Silver,None,Yes,Yes,Yes,None,None,Yes,None
853,Blake Griffin,Spotlight Elite Reward Series II,'13-'14 Los Angeles Clippers,97,NBA 2K20  Pink Diamond,PF,C,82,Post Up Low,P&R Roll Man,Post Up High,,1,6,26,9,96,94,85,80,84,98,78,98,98,88,92,86,89,91,85,84,97,94,98,90,90,74,79,72,72,74,85,60,85,71,68,84,86,69,88,72,85,94,95,30,97,90,90,99,100,75,90,40,55,35,25,5,71,45,65,11,47,42,45,60,45,10,20,20,50,50,50,0,0,0,0,5,75,85,90,5,75,10,15,0,65,50,65,75,10,0,0,0,0,0,15,0,95,95,88,99,25,0,0,10,35,75,99,65,10,65,20,20,90,55,55,43,9,35,25,45,45,35,30,30,45,20,80,46,50,54,86,21,53,50,Gold,Gold,Gold,HOF,Gold,Gold,Gold,None,HOF,None,HOF,HOF,Gold,Gold,Gold,HOF,None,None,Gold,None,Gold,None,Gold,Gold,Gold,Gold,None,Gold,None,HOF,None,Gold,None,None,None,None,None,Bronze,None,Silver,None,Silver,None,Silver,None,None,Silver,None,Silver,Gold,Silver,None,None,None,None,Gold,HOF,Gold,None,None,Gold,None,None,Gold,Gold,None,None,None,HOF,Gold,HOF,Gold,None,None,Gold,None,None,None,None,None,None,None,None
854,Isiah Thomas,Rewards,Detroit Pistons,96,NBA 2K20  Pink Diamond,PG,,73,P&R Ball Handler,Isolation,Mid Range,3 PT,0,1,25,4,95,92,76,98,82,98,97,25,65,89,44,25,29,99,94,94,84,65,97,96,90,94,97,97,97,98,40,87,89,94,92,88,94,88,55,98,90,35,45,98,97,25,65,65,5,16,40,65,99,99,95,99,92,36,68,4,2,3,77,71,20,20,20,32,36,35,2,4,1,3,5,10,36,70,99,2,31,81,73,0,99,5,4,54,81,80,85,45,55,55,10,83,35,81,88,88,99,3,7,5,9,5,2,0,40,25,40,20,40,50,50,50,50,30,20,20,40,40,20,20,79,90,99,79,40,71,20,20,32,35,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,Gold,Silver,None,Gold,None,None,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,None,HOF,Gold,None,Gold,HOF,Gold,Gold,Gold,Gold,None,Gold,Gold,Gold,Gold,Gold,None,None,None,HOF,Gold,None,Gold,None,None,None,Gold,Gold,Gold,None,None,None,None,Gold,HOF,None,None,None,None,None,None,None,None,None
855,Rudy Gobert,Spotlight Reward Series II,Utah Jazz,91,NBA 2K20  Amethyst,C,,85,P&R Roll Man,Post Up Low,Cutter,,1,0,18,0,80,60,25,98,69,85,76,95,75,91,79,79,55,98,45,42,54,92,92,87,80,25,32,25,35,55,90,61,94,95,62,88,94,57,90,97,92,89,89,98,91,80,80,45,75,45,5,70,0,0,0,5,0,89,20,38,11,51,0,10,0,0,25,0,0,0,0,0,0,0,0,0,25,5,5,50,0,0,0,0,60,75,65,95,0,0,0,0,0,0,0,0,99,40,50,65,99,0,0,0,5,15,99,10,0,0,35,0,90,21,23,7,0,5,0,0,50,35,35,50,15,5,0,44,0,27,77,80,60,25,None,Gold,None,None,None,None,None,None,None,None,Gold,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,Gold,None,Gold,Gold,None,Gold,Bronze,Gold,None,None,None,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Yes,None,None,None,None,None,None,None
856,Jose Calderon,Spotlight Reward Series II,'99-'00 Toronto Raptors,88,NBA 2K20  Ruby,PG,SG,75,P&R Ball Handler,3 PT,,,0,1,22,0,90,90,92,98,98,90,79,25,25,84,26,25,35,92,76,76,75,30,90,94,78,76,86,95,94,96,47,66,64,70,66,65,58,62,32,58,60,31,52,94,88,40,0,0,0,5,40,50,45,65,80,75,86,30,5,22,48,30,70,62,29,60,40,34,45,35,30,5,10,6,6,16,25,15,15,55,15,20,30,50,70,70,70,52,25,10,45,15,5,25,30,35,90,30,55,56,0,15,2,19,28,56,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,72,45,30,64,64,62,54,29,34,35,Gold,None,None,None,None,None,None,None,None,Gold,None,None,None,None,Silver,None,None,Gold,Gold,None,Gold,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,Gold,Gold,None,Gold,None,Gold,Gold,Gold,None,Gold,Gold,Gold,Gold,Gold,Gold,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
857,James Harden,Spotlight Dwight Howard,Houston Rockets,95,NBA 2K20  Diamond,SG,PG,76,P&R Ball Handler,3 PT,Handoff,Isolation,1,6,27,5,90,90,90,98,95,98,92,29,80,85,70,54,78,92,86,86,81,68,92,91,99,86,91,86,80,92,56,64,81,70,78,,90,77,50,75,80,31,63,90,96,0,85,85,25,5,20,95,75,70,99,60,22,43,45,11,22,67,10,60,55,99,99,60,45,75,75,75,35,20,40,10,45,80,80,5,65,25,50,25,45,65,50,50,40,45,99,25,35,25,35,25,80,90,99,99,20,55,95,95,99,99,20,5,0,35,15,10,55,11,3,18,11,5,15,65,25,0,0,0,60,25,75,69,10,53,64,22,50,30,Gold,None,Gold,Gold,None,None,None,Gold,None,None,None,None,Gold,None,Gold,None,Gold,None,Silver,None,None,HOF,Bronze,Gold,HOF,HOF,Gold,Gold,None,None,Gold,Gold,Gold,Silver,Gold,HOF,HOF,Gold,Gold,Silver,Gold,Silver,None,Silver,Gold,Gold,Gold,Gold,Gold,None,Gold,Gold,Gold,Gold,Gold,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,Yes,Yes,None,None,Yes,None
858,Chris Paul,Spotlight Dwight Howard,Houston Rockets,92,NBA 2K20  Amethyst,PG,,72,P&R Point,3 PT,Guard Post Up,Handoff,5,15,21,4,92,92,88,90,89,68,94,25,25,85,68,33,48,83,93,93,78,55,97,68,74,93,95,95,95,95,54,91,75,92,93,88,78,93,38,89,90,28,54,60,92,0,0,0,25,5,40,80,70,70,60,65,0,16,55,3,26,71,15,60,60,75,99,55,70,45,65,15,40,15,25,30,40,5,5,55,35,25,25,25,50,55,40,75,70,50,65,60,30,35,45,35,90,40,75,95,0,35,80,80,90,99,35,10,0,30,10,0,55,0,3,32,43,15,20,55,0,0,0,0,95,70,99,77,10,90,55,11,55,70,Gold,None,Gold,Gold,Bronze,None,None,Gold,None,HOF,None,None,Gold,None,None,None,Gold,Gold,Gold,Gold,None,Silver,None,Silver,Silver,Bronze,Silver,Bronze,None,None,Silver,Gold,None,None,Silver,None,None,Gold,Gold,Bronze,HOF,None,None,Gold,HOF,Silver,Gold,Gold,Gold,None,Silver,Silver,Gold,Silver,Silver,None,None,None,Gold,Silver,Silver,HOF,None,Silver,None,Bronze,Gold,Gold,None,None,None,None,Silver,Gold,None,Yes,None,None,Yes,None,Yes,None,None
